sentence_id,token,tag
80,Everyone,O
80,was,O
80,waiting,O
80,for,O
80,Oum,B-PER
80,to,O
80,arrive,O
80,.,O
81,While,O
81,the,O
81,proposal,O
81,was,O
81,being,O
81,finalized,O
81,by,O
81,the,O
81,marketing,O
81,team,O
81,",",O
81,Mpho,B-PER
81,",",O
81,who,O
81,had,O
81,just,O
81,returned,O
81,from,O
81,Singapore,O
81,",",O
81,raised,O
81,an,O
81,objection,O
81,.,O
82,Nahimana,B-PER
82,",",O
82,the,O
82,new,O
82,project,O
82,manager,O
82,",",O
82,presented,O
82,the,O
82,budget,O
82,.,O
83,Oumarou,B-PER
83,",",O
83,the,O
83,regional,O
83,director,O
83,",",O
83,approved,O
83,the,O
83,budget,O
83,.,O
84,The,O
84,woman,O
84,seen,O
84,talking,O
84,to,O
84,Ayoub,B-PER
84,was,O
84,the,O
84,CEO,O
84,.,O
85,This,O
85,is,O
85,Ouedraogo,B-PER
85,",",O
85,our,O
85,new,O
85,team,O
85,member,O
85,.,O
86,Bilan,B-PER
86,",",O
86,the,O
86,new,O
86,project,O
86,manager,O
86,",",O
86,presented,O
86,the,O
86,budget,O
86,.,O
87,I,O
87,met,O
87,Kabo,B-PER
87,and,O
87,Tebogo,B-PER
87,at,O
87,the,O
87,workshop,O
87,in,O
87,Jakarta,O
87,.,O
88,What,O
88,did,O
88,Patrícia,B-PER
88,say,O
88,about,O
88,the,O
88,proposal,O
88,yesterday,O
88,?,O
89,Nobody,O
89,expected,O
89,Sipho,B-PER
89,to,O
89,handle,O
89,the,O
89,crisis,O
89,so,O
89,well,O
89,.,O
90,After,O
90,the,O
90,interview,O
90,",",O
90,we,O
90,offered,O
90,Egide,B-PER
90,the,O
90,position,O
90,.,O
91,During,O
91,yesterday,O
91,',O
91,s,O
91,meeting,O
91,",",O
91,Mercy,B-PER
91,brought,O
91,up,O
91,an,O
91,interesting,O
91,point,O
91,.,O
92,After,O
92,the,O
92,interview,O
92,",",O
92,we,O
92,offered,O
92,Marwa,B-PER
92,the,O
92,position,O
92,.,O
93,It,O
93,was,O
93,Boureima,B-PER
93,who,O
93,finalized,O
93,the,O
93,agreement,O
93,.,O
94,While,O
94,the,O
94,proposal,O
94,was,O
94,being,O
94,finalized,O
94,by,O
94,the,O
94,marketing,O
94,team,O
94,",",O
94,Samir,B-PER
94,",",O
94,who,O
94,had,O
94,just,O
94,returned,O
94,from,O
94,Singapore,O
94,",",O
94,raised,O
94,an,O
94,objection,O
94,.,O
95,I,O
95,met,O
95,Khadija,B-PER
95,and,O
95,Rachid,B-PER
95,at,O
95,the,O
95,workshop,O
95,in,O
95,Jakarta,O
95,.,O
96,My,O
96,name,O
96,is,O
96,Domingas,B-PER
96,.,O
97,Can,O
97,you,O
97,schedule,O
97,a,O
97,meeting,O
97,with,O
97,فاطمه,B-PER
97,next,O
97,week,O
97,?,O
98,Have,O
98,you,O
98,met,O
98,Abdillahi,B-PER
98,from,O
98,the,O
98,accounting,O
98,department,O
98,?,O
99,Although,O
99,Nahimana,B-PER
99,was,O
99,nervous,O
99,",",O
99,she,O
99,performed,O
99,well,O
99,.,O
100,The,O
100,consultant,O
100,who,O
100,was,O
100,hired,O
100,byMasego,O
100,recommended,O
100,a,O
100,new,O
100,tool,O
100,.,O
101,The,O
101,report,O
101,",",O
101,as,O
101,mentioned,O
101,by,O
101,Salamata,B-PER
101,(,O
101,our,O
101,new,O
101,data,O
101,analyst,O
101,),O
101,",",O
101,needs,O
101,a,O
101,revision,O
101,.,O
102,The,O
102,woman,O
102,seen,O
102,talking,O
102,to,O
102,Issouf,B-PER
102,was,O
102,the,O
102,CEO,O
102,.,O
103,Can,O
103,you,O
103,schedule,O
103,a,O
103,meeting,O
103,with,O
103,Penny,B-PER
103,next,O
103,week,O
103,?,O
104,Everyone,O
104,was,O
104,waiting,O
104,for,O
104,Neima,B-PER
104,to,O
104,arrive,O
104,.,O
105,Everyone,O
105,was,O
105,waiting,O
105,for,O
105,Mona,B-PER
105,to,O
105,arrive,O
105,.,O
106,Do,O
106,you,O
106,remember,O
106,when,O
106,John,B-PER
106,joined,O
106,the,O
106,company,O
106,?,O
107,Emmanuel,B-PER
107,said,O
107,that,O
107,Kwame,B-PER
107,might,O
107,be,O
107,late,O
107,due,O
107,to,O
107,traffic,O
107,.,O
108,At,O
108,the,O
108,annual,O
108,summit,O
108,in,O
108,Kuala,O
108,Lumpur,O
108,",",O
108,Adilson,B-PER
108,gave,O
108,a,O
108,keynote,O
108,speech,O
108,.,O
109,At,O
109,the,O
109,annual,O
109,summit,O
109,in,O
109,Kuala,O
109,Lumpur,O
109,",",O
109,Abdourahman,B-PER
109,gave,O
109,a,O
109,keynote,O
109,speech,O
109,.,O
110,During,O
110,yesterday,O
110,',O
110,s,O
110,meeting,O
110,",",O
110,Ama,B-PER
110,brought,O
110,up,O
110,an,O
110,interesting,O
110,point,O
110,.,O
111,Do,O
111,you,O
111,remember,O
111,when,O
111,Hamza,B-PER
111,joined,O
111,the,O
111,company,O
111,?,O
112,The,O
112,woman,O
112,seen,O
112,talking,O
112,to,O
112,علي,B-PER
112,was,O
112,the,O
112,CEO,O
112,.,O
113,Petrus,B-PER
113,said,O
113,that,O
113,Frieda,B-PER
113,might,O
113,be,O
113,late,O
113,due,O
113,to,O
113,traffic,O
113,.,O
114,My,O
114,name,O
114,is,O
114,Kedir,B-PER
114,.,O
115,Everyone,O
115,was,O
115,waiting,O
115,for,O
115,Bruno,B-PER
115,to,O
115,arrive,O
115,.,O
116,The,O
116,report,O
116,",",O
116,as,O
116,mentioned,O
116,by,O
116,Joaquim,B-PER
116,(,O
116,our,O
116,new,O
116,data,O
116,analyst,O
116,),O
116,",",O
116,needs,O
116,a,O
116,revision,O
116,.,O
117,Hodan,B-PER
117,introduced,O
117,Abdillahi,B-PER
117,as,O
117,the,O
117,lead,O
117,consultant,O
117,on,O
117,the,O
117,project,O
117,.,O
118,Everyone,O
118,was,O
118,waiting,O
118,for,O
118,Abubakar,B-PER
118,to,O
118,arrive,O
118,.,O
119,Can,O
119,you,O
119,schedule,O
119,a,O
119,meeting,O
119,with,O
119,Catarina,B-PER
119,next,O
119,week,O
119,?,O
120,Inoussa,B-PER
120,",",O
120,the,O
120,regional,O
120,director,O
120,",",O
120,approved,O
120,the,O
120,budget,O
120,.,O
121,Have,O
121,you,O
121,met,O
121,Simo,B-PER
121,from,O
121,the,O
121,accounting,O
121,department,O
121,?,O
122,Although,O
122,Lorato,B-PER
122,was,O
122,nervous,O
122,",",O
122,she,O
122,performed,O
122,well,O
122,.,O
123,During,O
123,yesterday,O
123,',O
123,s,O
123,meeting,O
123,",",O
123,Ashenafi,B-PER
123,brought,O
123,up,O
123,an,O
123,interesting,O
123,point,O
123,.,O
124,Isn,O
124,',O
124,t,O
124,Paulo,B-PER
124,presenting,O
124,at,O
124,the,O
124,conference,O
124,?,O
125,The,O
125,final,O
125,report,O
125,was,O
125,prepared,O
125,by,O
125,Ahmed,B-PER
125,.,O
126,Both,O
126,Om,B-PER
126,and,O
126,محمود,B-PER
126,have,O
126,extensive,O
126,experience,O
126,in,O
126,logistics,O
126,.,O
127,After,O
127,the,O
127,interview,O
127,",",O
127,we,O
127,offered,O
127,Ashenafi,B-PER
127,the,O
127,position,O
127,.,O
128,Nobody,O
128,expected,O
128,Hajar,B-PER
128,to,O
128,handle,O
128,the,O
128,crisis,O
128,so,O
128,well,O
128,.,O
129,The,O
129,final,O
129,report,O
129,was,O
129,prepared,O
129,by,O
129,Belyse,B-PER
129,.,O
130,Although,O
130,Katlego,B-PER
130,was,O
130,nervous,O
130,",",O
130,she,O
130,performed,O
130,well,O
130,.,O
131,Anabela,B-PER
131,",",O
131,the,O
131,regional,O
131,director,O
131,",",O
131,approved,O
131,the,O
131,budget,O
131,.,O
132,ود,B-PER
132,said,O
132,that,O
132,Mohammed,B-PER
132,might,O
132,be,O
132,late,O
132,due,O
132,to,O
132,traffic,O
132,.,O
133,Do,O
133,you,O
133,remember,O
133,when,O
133,Nahimana,B-PER
133,joined,O
133,the,O
133,company,O
133,?,O
134,Amel,B-PER
134,said,O
134,that,O
134,Fatma,B-PER
134,might,O
134,be,O
134,late,O
134,due,O
134,to,O
134,traffic,O
134,.,O
135,The,O
135,woman,O
135,seen,O
135,talking,O
135,to,O
135,Inoussa,B-PER
135,was,O
135,the,O
135,CEO,O
135,.,O
136,Katlego,B-PER
136,introduced,O
136,Boitumelo,B-PER
136,as,O
136,the,O
136,lead,O
136,consultant,O
136,on,O
136,the,O
136,project,O
136,.,O
137,I,O
137,met,O
137,Ali,B-PER
137,and,O
137,Amal,B-PER
137,at,O
137,the,O
137,workshop,O
137,in,O
137,Jakarta,O
137,.,O
138,Although,O
138,Ifrah,B-PER
138,was,O
138,nervous,O
138,",",O
138,she,O
138,performed,O
138,well,O
138,.,O
139,Have,O
139,you,O
139,met,O
139,Walid,B-PER
139,from,O
139,the,O
139,accounting,O
139,department,O
139,?,O
140,It,O
140,was,O
140,Esperance,B-PER
140,who,O
140,finalized,O
140,the,O
140,agreement,O
140,.,O
141,Filomena,B-PER
141,",",O
141,the,O
141,regional,O
141,director,O
141,",",O
141,approved,O
141,the,O
141,budget,O
141,.,O
142,The,O
142,woman,O
142,seen,O
142,talking,O
142,to,O
142,Prince,B-PER
142,was,O
142,the,O
142,CEO,O
142,.,O
143,Isn,O
143,',O
143,t,O
143,محمد,B-PER
143,presenting,O
143,at,O
143,the,O
143,conference,O
143,?,O
144,At,O
144,the,O
144,annual,O
144,summit,O
144,in,O
144,Kuala,O
144,Lumpur,O
144,",",O
144,Neusa,B-PER
144,gave,O
144,a,O
144,keynote,O
144,speech,O
144,.,O
145,Everyone,O
145,was,O
145,waiting,O
145,for,O
145,Penny,B-PER
145,to,O
145,arrive,O
145,.,O
146,Nobody,O
146,expected,O
146,Hamza,B-PER
146,to,O
146,handle,O
146,the,O
146,crisis,O
146,so,O
146,well,O
146,.,O
147,What,O
147,did,O
147,Nour,B-PER
147,say,O
147,about,O
147,the,O
147,proposal,O
147,yesterday,O
147,?,O
148,The,O
148,consultant,O
148,who,O
148,was,O
148,hired,O
148,byYacin,O
148,recommended,O
148,a,O
148,new,O
148,tool,O
148,.,O
149,Can,O
149,you,O
149,schedule,O
149,a,O
149,meeting,O
149,with,O
149,Nasteho,B-PER
149,next,O
149,week,O
149,?,O
150,It,O
150,was,O
150,Egide,B-PER
150,who,O
150,finalized,O
150,the,O
150,agreement,O
150,.,O
151,Have,O
151,you,O
151,met,O
151,Frieda,B-PER
151,from,O
151,the,O
151,accounting,O
151,department,O
151,?,O
152,Both,O
152,Seid,B-PER
152,and,O
152,Ashenafi,B-PER
152,have,O
152,extensive,O
152,experience,O
152,in,O
152,logistics,O
152,.,O
153,عبدو,B-PER
153,introduced,O
153,ميمي,B-PER
153,as,O
153,the,O
153,lead,O
153,consultant,O
153,on,O
153,the,O
153,project,O
153,.,O
154,The,O
154,report,O
154,",",O
154,as,O
154,mentioned,O
154,by,O
154,Thato,B-PER
154,(,O
154,our,O
154,new,O
154,data,O
154,analyst,O
154,),O
154,",",O
154,needs,O
154,a,O
154,revision,O
154,.,O
155,During,O
155,yesterday,O
155,',O
155,s,O
155,meeting,O
155,",",O
155,Amira,B-PER
155,brought,O
155,up,O
155,an,O
155,interesting,O
155,point,O
155,.,O
156,The,O
156,consultant,O
156,who,O
156,was,O
156,hired,O
156,byAhmed,O
156,recommended,O
156,a,O
156,new,O
156,tool,O
156,.,O
157,My,O
157,name,O
157,is,O
157,Amel,B-PER
157,.,O
158,Can,O
158,you,O
158,schedule,O
158,a,O
158,meeting,O
158,with,O
158,Sawadogo,B-PER
158,next,O
158,week,O
158,?,O
159,What,O
159,did,O
159,Amine,B-PER
159,say,O
159,about,O
159,the,O
159,proposal,O
159,yesterday,O
159,?,O
160,Both,O
160,Catarina,B-PER
160,and,O
160,Fátima,B-PER
160,have,O
160,extensive,O
160,experience,O
160,in,O
160,logistics,O
160,.,O
161,Lorato,B-PER
161,and,O
161,his,O
161,colleague,O
161,Kagiso,B-PER
161,handled,O
161,the,O
161,presentation,O
161,together,O
161,.,O
162,Everyone,O
162,was,O
162,waiting,O
162,for,O
162,Penny,B-PER
162,to,O
162,arrive,O
162,.,O
163,Moses,B-PER
163,",",O
163,the,O
163,regional,O
163,director,O
163,",",O
163,approved,O
163,the,O
163,budget,O
163,.,O
164,Sami,B-PER
164,",",O
164,the,O
164,regional,O
164,director,O
164,",",O
164,approved,O
164,the,O
164,budget,O
164,.,O
165,Although,O
165,Joao,B-PER
165,was,O
165,nervous,O
165,",",O
165,she,O
165,performed,O
165,well,O
165,.,O
166,Can,O
166,you,O
166,schedule,O
166,a,O
166,meeting,O
166,with,O
166,Karim,B-PER
166,next,O
166,week,O
166,?,O
167,It,O
167,was,O
167,زهرة,B-PER
167,who,O
167,finalized,O
167,the,O
167,agreement,O
167,.,O
168,At,O
168,the,O
168,annual,O
168,summit,O
168,in,O
168,Kuala,O
168,Lumpur,O
168,",",O
168,Marie,B-PER
168,gave,O
168,a,O
168,keynote,O
168,speech,O
168,.,O
169,Bezawit,B-PER
169,introduced,O
169,Woinshet,B-PER
169,as,O
169,the,O
169,lead,O
169,consultant,O
169,on,O
169,the,O
169,project,O
169,.,O
170,Wesen,B-PER
170,",",O
170,the,O
170,regional,O
170,director,O
170,",",O
170,approved,O
170,the,O
170,budget,O
170,.,O
171,The,O
171,report,O
171,",",O
171,as,O
171,mentioned,O
171,by,O
171,وردة,B-PER
171,(,O
171,our,O
171,new,O
171,data,O
171,analyst,O
171,),O
171,",",O
171,needs,O
171,a,O
171,revision,O
171,.,O
172,Have,O
172,you,O
172,met,O
172,Zalissa,B-PER
172,from,O
172,the,O
172,accounting,O
172,department,O
172,?,O
173,My,O
173,name,O
173,is,O
173,Fantaye,B-PER
173,.,O
174,Isn,O
174,',O
174,t,O
174,João,B-PER
174,presenting,O
174,at,O
174,the,O
174,conference,O
174,?,O
175,Isn,O
175,',O
175,t,O
175,Seid,B-PER
175,presenting,O
175,at,O
175,the,O
175,conference,O
175,?,O
176,Serge,B-PER
176,introduced,O
176,Junior,B-PER
176,as,O
176,the,O
176,lead,O
176,consultant,O
176,on,O
176,the,O
176,project,O
176,.,O
177,It,O
177,was,O
177,Ahmed,B-PER
177,who,O
177,finalized,O
177,the,O
177,agreement,O
177,.,O
178,Karim,B-PER
178,said,O
178,that,O
178,محمد,B-PER
178,might,O
178,be,O
178,late,O
178,due,O
178,to,O
178,traffic,O
178,.,O
179,Isn,O
179,',O
179,t,O
179,Jean,B-PER
179,Claude,I-PER
179,presenting,O
179,at,O
179,the,O
179,conference,O
179,?,O
180,Jean,B-PER
180,Marie,I-PER
180,",",O
180,the,O
180,regional,O
180,director,O
180,",",O
180,approved,O
180,the,O
180,budget,O
180,.,O
181,The,O
181,final,O
181,report,O
181,was,O
181,prepared,O
181,by,O
181,علي,B-PER
181,.,O
182,Everyone,O
182,was,O
182,waiting,O
182,for,O
182,Karim,B-PER
182,to,O
182,arrive,O
182,.,O
183,Although,O
183,محمد,B-PER
183,was,O
183,nervous,O
183,",",O
183,she,O
183,performed,O
183,well,O
183,.,O
184,At,O
184,the,O
184,annual,O
184,summit,O
184,in,O
